month	price
2025-01-01	4.772562078355097
2025-02-01	4.397162078355097
2025-03-01	3.9707620783550976
2025-04-01	4.016322078355097
2025-05-01	3.7397620783550973
2025-06-01	3.4867620783550977
2025-07-01	3.4497620783550973
2025-08-01	3.7325620783550972
2025-09-01	3.8851620783550977
2025-10-01	4.155762078355097
2025-11-01	4.6737620783550975
2025-12-01	5.073622078355098
